bets,wins,win_rate,staked,profit,roi,friction_adjusted_profit,friction_adjusted_roi,max_drawdown,average_odds,average_model_probability,average_edge,average_clv,clv_positive_rate,average_fractional_kelly,edge_threshold,model_type,max_odds,exclude_slams,surface,min_edge_trust
43,17,0.3953488372093023,43.0,2.619999999999999,0.060930232558139515,2.0475999999999983,0.04761860465116275,-6.6,2.9537209302325578,0.41870924449283126,0.061970010606525426,0.011712294853911143,0.6046511627906976,0.020492880450950778,0.05,other,5.0,True,Clay,
121,78,0.6446280991735537,121.0,6.709999999999999,0.055454545454545444,5.7158,0.04723801652892562,-8.39,1.805702479338843,0.6749619720257852,0.08681743640192076,0.0013745214063147046,0.4297520661157025,0.05171984956501499,0.02,,3.0,False,Grass,
63,26,0.4126984126984127,63.0,3.790000000000001,0.060158730158730175,2.974199999999999,0.04720952380952379,-12.06,3.599365079365079,0.43433628899520527,0.10041163569096609,0.017307067764331375,0.5873015873015873,0.039642382840606095,0.075,top_10,10.0,True,Grass,
105,47,0.44761904761904764,105.0,6.129999999999999,0.058380952380952374,4.847399999999995,0.04616571428571424,-12.010000000000002,3.055523809523809,0.4980201467325834,0.11094699962829507,0.0022305898652065777,0.4666666666666667,0.052137306674778235,0.075,,5.0,False,Grass,
102,47,0.46078431372549017,102.0,5.870000000000001,0.057549019607843144,4.652599999999998,0.04561372549019606,-9.36,3.4029411764705877,0.4807245933431517,0.08224088184035772,0.009999703036100831,0.5392156862745098,0.03402906803361067,0.01,top_10,,True,Grass,
193,82,0.42487046632124353,193.0,11.170000000000002,0.057875647668393794,8.726599999999994,0.04521554404145075,-15.290000000000001,2.7340414507772017,0.42673301261770696,0.03839167190415279,0.013565174673572123,0.6062176165803109,0.008767159242347453,0.01,other,5.0,True,Clay,
77,38,0.4935064935064935,77.0,4.340000000000002,0.05636363636363639,3.4731999999999985,0.04510649350649349,-9.44,2.2314285714285713,0.4999428963734468,0.05258773444579129,0.013609195496265537,0.6233766233766234,0.015498190637629337,0.02,other,3.0,True,Clay,
81,33,0.4074074074074074,81.0,4.3100000000000005,0.05320987654320988,3.2637999999999994,0.04029382716049382,-11.299999999999999,3.779012345679013,0.43285426953808204,0.0893981803891452,0.010993044963679699,0.5555555555555556,0.03498246152894648,0.05,top_10,,True,Grass,
50,18,0.36,50.0,2.620000000000001,0.05240000000000002,1.9276000000000009,0.03855200000000002,-8.85,3.4301999999999997,0.3845342983365337,0.05660201052924814,0.015046814067623801,0.64,0.01825242802744872,0.05,other,10.0,False,Clay,
50,18,0.36,50.0,2.620000000000001,0.05240000000000002,1.9276000000000009,0.03855200000000002,-8.85,3.4301999999999997,0.3845342983365337,0.05660201052924814,0.015046814067623801,0.64,0.01825242802744872,0.05,other,10.0,True,Clay,
50,18,0.36,50.0,2.620000000000001,0.05240000000000002,1.9276000000000009,0.03855200000000002,-8.85,3.4301999999999997,0.3845342983365337,0.05660201052924814,0.015046814067623801,0.64,0.01825242802744872,0.05,other,,True,Clay,
148,97,0.6554054054054054,148.0,6.790000000000003,0.045878378378378395,5.634200000000001,0.03806891891891893,-9.39,1.7848648648648646,0.6754537173962063,0.07915743543689552,0.00021924316351818582,0.3918918918918919,0.045250975004718884,0.01,,3.0,False,Grass,
